Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_ARQK01000040.1	7435	8247		plus	acetolactate decarboxylase	budA	0	protein-coding		WP_026279045.1	270	G372_RS0103910
NZ_ARQK01000040.1	8327	8725		plus	hypothetical protein		0	protein-coding		WP_018864579.1	132	G372_RS0103915
NZ_ARQK01000040.1	8826	9698		plus	AraC family transcriptional regulator		0	protein-coding		WP_019624034.1	290	G372_RS0103920
NZ_ARQK01000040.1	9888	10976		plus	class I SAM-dependent methyltransferase		0	protein-coding		WP_019624033.1	362	G372_RS0103925
NZ_ARQK01000040.1	10998	11360		plus	group 1 truncated hemoglobin		0	protein-coding		WP_019624032.1	120	G372_RS0103930
NZ_ARQK01000040.1	11389	11856		plus	DUF302 domain-containing protein		0	protein-coding		WP_019624031.1	155	G372_RS0103935
NZ_ARQK01000040.1	11837	12460		plus	hypothetical protein		0	protein-coding		WP_019624030.1	207	G372_RS0103940
NZ_ARQK01000040.1	12457	13002		plus	TlpA disulfide reductase family protein		0	protein-coding		WP_019624029.1	181	G372_RS0103945
NZ_ARQK01000040.1	13250	14935		plus	alpha/beta-hydrolase family protein		0	protein-coding		WP_018864573.1	561	G372_RS0103950
NZ_ARQK01000040.1	14932	15348		minus	ABZJ_00895 family protein		0	protein-coding		WP_019624028.1	138	G372_RS0103955
NZ_ARQK01000040.1	15441	15803		minus	hypothetical protein		0	protein-coding		WP_019624027.1	120	G372_RS0103960
NZ_ARQK01000040.1	16018	16854		plus	zinc-dependent peptidase		0	protein-coding		WP_019624026.1	278	G372_RS0103965
NZ_ARQK01000040.1	16851	17249		plus	flagellar basal body-associated FliL family protein		0	protein-coding		WP_018864569.1	132	G372_RS0103970
NZ_ARQK01000040.1	17351	17647		minus	hypothetical protein		0	protein-coding		WP_018864568.1	98	G372_RS0103975
NZ_ARQK01000040.1	17723	19645		minus	ATP-binding cassette domain-containing protein		0	protein-coding		WP_019624024.1	640	G372_RS0103980
NZ_ARQK01000040.1	20192	21115		plus	GGDEF domain-containing protein		0	protein-coding		WP_019624023.1	307	G372_RS0103985
NZ_ARQK01000040.1	21135	22076		minus	hydrogen peroxide-inducible genes activator		0	protein-coding		WP_018864565.1	313	G372_RS0103990
NZ_ARQK01000040.1	22073	22426		minus	DUF3301 domain-containing protein		0	protein-coding		WP_019624022.1	117	G372_RS0103995
NZ_ARQK01000040.1	22486	23319		plus	inositol monophosphatase family protein		0	protein-coding		WP_018864563.1	277	G372_RS0104000
NZ_ARQK01000040.1	23316	24716		plus	adenylate/guanylate cyclase domain-containing protein		0	protein-coding		WP_019624021.1	466	G372_RS0104005
NZ_ARQK01000040.1	24713	25861		plus	hypothetical protein		0	protein-coding		WP_026279043.1	382	G372_RS0104010
NZ_ARQK01000040.1	25992	27206		plus	TraB/GumN family protein		0	protein-coding		WP_018864560.1	404	G372_RS0104015
NZ_ARQK01000040.1	27229	28227		minus	zinc-binding dehydrogenase		0	protein-coding		WP_026340358.1	332	G372_RS0104020
NZ_ARQK01000040.1	28299	28811		minus	Slp family lipoprotein		0	protein-coding		WP_019624019.1	170	G372_RS0104025
NZ_ARQK01000040.1	28792	29364		minus	Slp family lipoprotein		0	protein-coding		WP_018864557.1	190	G372_RS0104030
NZ_ARQK01000040.1	29402	30283		minus	HDOD domain-containing protein		0	protein-coding		WP_018864556.1	293	G372_RS0104035
NZ_ARQK01000040.1	30445	31224		plus	dienelactone hydrolase family protein		0	protein-coding		WP_018864555.1	259	G372_RS0104040
NZ_ARQK01000040.1	31305	32597		minus	response regulator		0	protein-coding		WP_018864554.1	430	G372_RS0104045
NZ_ARQK01000040.1	32741	34294		minus	bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein		0	protein-coding		WP_018864553.1	517	G372_RS0104050
NZ_ARQK01000040.1	34336	34659		minus	hypothetical protein		0	protein-coding		WP_018864552.1	107	G372_RS0104055
NZ_ARQK01000040.1	34656	35048		minus	PH domain-containing protein		0	protein-coding		WP_018864551.1	130	G372_RS0104060
NZ_ARQK01000040.1	35155	35964		minus	adenosylmethionine decarboxylase	speD	0	protein-coding		WP_018864550.1	269	G372_RS0104065
NZ_ARQK01000040.1	36076	36504		minus	OsmC family protein		0	protein-coding		WP_018864549.1	142	G372_RS0104070
NZ_ARQK01000040.1	36713	37366		plus	cAMP-activated global transcriptional regulator CRP	crp	0	protein-coding		WP_018864548.1	217	G372_RS0104075
NZ_ARQK01000040.1	37426	38232		minus	indole-3-glycerol phosphate synthase TrpC	trpC	0	protein-coding		WP_019624017.1	268	G372_RS0104080
NZ_ARQK01000040.1	38232	39269		minus	anthranilate phosphoribosyltransferase	trpD	0	protein-coding		WP_019624016.1	345	G372_RS0104085
NZ_ARQK01000040.1	39347	40537		minus	multidrug effflux MFS transporter		0	protein-coding		WP_019624015.1	396	G372_RS0104090
NZ_ARQK01000040.1	40534	41127		minus	aminodeoxychorismate/anthranilate synthase component II		0	protein-coding		WP_019624014.1	197	G372_RS0104095
NZ_ARQK01000040.1	41242	42729		minus	anthranilate synthase component I	trpE	0	protein-coding		WP_018864543.1	495	G372_RS0104100
NZ_ARQK01000040.1	42821	43504		minus	phosphoglycolate phosphatase		0	protein-coding		WP_018864542.1	227	G372_RS0104105
NZ_ARQK01000040.1	43522	44211		minus	ribulose-phosphate 3-epimerase	rpe	0	protein-coding		WP_018864541.1	229	G372_RS0104110
NZ_ARQK01000040.1	44391	44714		minus	cytochrome c		0	protein-coding		WP_018864540.1	107	G372_RS0104115
NZ_ARQK01000040.1	44849	45514		minus	energy-coupling factor ABC transporter permease		0	protein-coding		WP_019624013.1	221	G372_RS0104120
NZ_ARQK01000040.1	45517	46134		minus	methyltransferase		0	protein-coding		WP_018864538.1	205	G372_RS0104125
NZ_ARQK01000040.1	46131	47294		minus	5-(carboxyamino)imidazole ribonucleotide synthase		0	protein-coding		WP_019624012.1	387	G372_RS0104130
NZ_ARQK01000040.1	47291	47806		minus	5-(carboxyamino)imidazole ribonucleotide mutase	purE	0	protein-coding		WP_018864536.1	171	G372_RS0104135
NZ_ARQK01000040.1	47910	48821		minus	fructosamine kinase family protein		0	protein-coding		WP_019624011.1	303	G372_RS0104140
NZ_ARQK01000040.1	48893	49273		plus	group III truncated hemoglobin		0	protein-coding		WP_019624010.1	126	G372_RS0104145
NZ_ARQK01000041.1	147	1259		minus	Fic family protein		0	protein-coding		WP_026340294.1	370	G372_RS0104150
NZ_ARQK01000041.1	1431	2825		minus	type II toxin-antitoxin system HipA family toxin YjjJ	yjjJ	0	protein-coding		WP_026340295.1	464	G372_RS13470
NZ_ARQK01000041.1	3047	3765		plus	uncharacterized gene		0	pseudogene				G372_RS0104160
NZ_ARQK01000041.1	4490	4879		plus	hypothetical protein		0	protein-coding		WP_026340296.1	129	G372_RS0104175
NZ_ARQK01000041.1	5000	5320		plus	rhodanese-like domain-containing protein		0	protein-coding		WP_018864012.1	106	G372_RS0104180
NZ_ARQK01000041.1	5329	6057		plus	glycosyltransferase		0	protein-coding		WP_019623395.1	242	G372_RS0104185
NZ_ARQK01000041.1	6229	7434		plus	succinyldiaminopimelate transaminase	dapC	0	protein-coding		WP_019623396.1	401	G372_RS0104190
NZ_ARQK01000041.1	7455	8276		plus	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	dapD	0	protein-coding		WP_018864031.1	273	G372_RS0104195
NZ_ARQK01000041.1	8269	8622		plus	ArsC family reductase		0	protein-coding		WP_019623397.1	117	G372_RS0104200
NZ_ARQK01000041.1	9372	10607		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_019623398.1	411	G372_RS0104205
NZ_ARQK01000041.1	10787	12052		minus	DEAD/DEAH box helicase		0	protein-coding		WP_019623399.1	421	G372_RS0104210
NZ_ARQK01000041.1	12408	14006		plus	PAS domain-containing methyl-accepting chemotaxis protein		0	protein-coding		WP_019623400.1	532	G372_RS0104215
NZ_ARQK01000041.1	14454	16982		plus	EAL domain-containing protein		0	protein-coding		WP_026340298.1	842	G372_RS0104220
NZ_ARQK01000041.1	17218	19575		plus	EAL domain-containing protein		0	protein-coding		WP_026340299.1	785	G372_RS0104225
NZ_ARQK01000041.1	19629	20000		minus	hypothetical protein		0	protein-coding		WP_018864038.1	123	G372_RS0104230
NZ_ARQK01000041.1	20184	20831		plus	ERCC4 domain-containing protein		0	protein-coding		WP_018864039.1	215	G372_RS0104235
NZ_ARQK01000041.1	20977	21300		plus	ferredoxin family protein		0	protein-coding		WP_018864040.1	107	G372_RS0104240
NZ_ARQK01000041.1	21729	22508		plus	hypothetical protein		0	protein-coding		WP_019623403.1	259	G372_RS0104245
NZ_ARQK01000041.1	22647	22979		plus	hypothetical protein		0	protein-coding		WP_019623404.1	110	G372_RS0104250
NZ_ARQK01000041.1	22990	23697		plus	C39 family peptidase		0	protein-coding		WP_019623405.1	235	G372_RS0104255
NZ_ARQK01000041.1	23706	24200		plus	hypothetical protein		0	protein-coding		WP_019623406.1	164	G372_RS0104260
NZ_ARQK01000041.1	24223	25272		minus	transporter		0	protein-coding		WP_051080812.1	349	G372_RS0104265
NZ_ARQK01000041.1	25338	26771		minus	sigma-54 dependent transcriptional regulator		0	protein-coding		WP_026340301.1	477	G372_RS0104270
NZ_ARQK01000041.1	27114	27503		minus	DUF4870 domain-containing protein		0	protein-coding		WP_026340302.1	129	G372_RS0104275
NZ_ARQK01000041.1	27597	28487		minus	DMT family transporter		0	protein-coding		WP_018864048.1	296	G372_RS0104280
NZ_ARQK01000041.1	28530	29045		minus	hypothetical protein		0	protein-coding		WP_019623410.1	171	G372_RS0104285
NZ_ARQK01000041.1	29172	30047		plus	decaprenyl-phosphate phosphoribosyltransferase		0	protein-coding		WP_019623411.1	291	G372_RS0104290
NZ_ARQK01000041.1	30044	31015		plus	lysylphosphatidylglycerol synthase transmembrane domain-containing protein		0	protein-coding		WP_019623412.1	323	G372_RS0104295
NZ_ARQK01000041.1	31012	32310		plus	FAD-binding oxidoreductase		0	protein-coding		WP_019623413.1	432	G372_RS0104300
NZ_ARQK01000041.1	32307	33071		plus	SDR family oxidoreductase		0	protein-coding		WP_019623414.1	254	G372_RS0104305
NZ_ARQK01000041.1	33071	33724		plus	HAD family hydrolase		0	protein-coding		WP_019623415.1	217	G372_RS0104310
NZ_ARQK01000041.1	33721	35235		plus	glycosyltransferase family 39 protein		0	protein-coding		WP_019623416.1	504	G372_RS0104315
NZ_ARQK01000041.1	35319	36356		plus	ABC transporter substrate-binding protein		0	protein-coding		WP_019623417.1	345	G372_RS0104320
NZ_ARQK01000041.1	36356	39262		plus	EAL domain-containing protein		0	protein-coding		WP_019623418.1	968	G372_RS0104325
NZ_ARQK01000041.1	39428	39964		plus	invasion associated locus B family protein		0	protein-coding		WP_018864058.1	178	G372_RS0104330
NZ_ARQK01000041.1	39999	40553		plus	Na+/H+ antiporter subunit E		0	protein-coding		WP_026340303.1	184	G372_RS0104335
NZ_ARQK01000041.1	40550	40867		plus	monovalent cation/H+ antiporter complex subunit F		0	protein-coding		WP_018864060.1	105	G372_RS0104340
NZ_ARQK01000041.1	40857	41153		plus	monovalent cation/H(+) antiporter subunit G		0	protein-coding		WP_012982413.1	98	G372_RS0104345
NZ_ARQK01000041.1	41150	42145		plus	DUF4040 domain-containing protein		0	protein-coding		WP_019623420.1	331	G372_RS0104350
NZ_ARQK01000041.1	42145	42546		plus	Na+/H+ antiporter subunit C		0	protein-coding		WP_019623421.1	133	G372_RS0104355
NZ_ARQK01000041.1	42543	44027		plus	proton-conducting transporter membrane subunit		0	protein-coding		WP_020008831.1	494	G372_RS0104360
NZ_ARQK01000041.1	44024	45547		plus	proton-conducting transporter membrane subunit		0	protein-coding		WP_019623423.1	507	G372_RS0104365
NZ_ARQK01000041.1	45544	47268		plus	complex I subunit 5 family protein		0	protein-coding		WP_019623424.1	574	G372_RS0104370
NZ_ARQK01000041.1	47328	48227		minus	alpha/beta hydrolase		0	protein-coding		WP_019623425.1	299	G372_RS0104375
NZ_ARQK01000041.1	48466	49962		plus	FAD-linked oxidase C-terminal domain-containing protein		0	protein-coding		WP_018864067.1	498	G372_RS0104380
NZ_ARQK01000041.1	50081	51055		plus	uncharacterized gene		0	pseudogene				G372_RS13480
NZ_ARQK01000041.1	51195	52499		plus	citrate synthase		0	protein-coding		WP_012982404.1	434	G372_RS0104390
NZ_ARQK01000042.1	258	2369		minus	flagellar biosynthesis protein FlhA	flhA	0	protein-coding		WP_018864357.1	703	G372_RS0104395
NZ_ARQK01000042.1	2369	3520		minus	flagellar biosynthesis protein FlhB	flhB	0	protein-coding		WP_018864358.1	383	G372_RS0104400
NZ_ARQK01000042.1	3522	4283		minus	flagellar biosynthetic protein FliR	fliR	0	protein-coding		WP_018864359.1	253	G372_RS0104405
NZ_ARQK01000042.1	4302	4571		minus	flagellar biosynthesis protein FliQ	fliQ	0	protein-coding		WP_018864360.1	89	G372_RS0104410
NZ_ARQK01000042.1	4584	5351		minus	flagellar type III secretion system pore protein FliP	fliP	0	protein-coding		WP_019624265.1	255	G372_RS0104415
NZ_ARQK01000042.1	5351	5794		minus	flagellar biosynthetic protein FliO	fliO	0	protein-coding		WP_018864362.1	147	G372_RS0104420
NZ_ARQK01000042.1	5798	6412		minus	flagellar motor switch protein FliN	fliN	0	protein-coding		WP_019624266.1	204	G372_RS0104425
NZ_ARQK01000042.1	6425	7399		minus	flagellar motor switch protein FliM	fliM	0	protein-coding		WP_019624267.1	324	G372_RS0104430
NZ_ARQK01000042.1	7408	7899		minus	flagellar basal body-associated FliL family protein		0	protein-coding		WP_018864365.1	163	G372_RS0104435
NZ_ARQK01000042.1	8194	9291		minus	flagellar hook-length control protein FliK		0	protein-coding		WP_019624268.1	365	G372_RS0104440
NZ_ARQK01000042.1	9357	9809		minus	flagellar export protein FliJ		0	protein-coding		WP_018864367.1	150	G372_RS0104445
NZ_ARQK01000042.1	9811	11187		minus	FliI/YscN family ATPase		0	protein-coding		WP_018864368.1	458	G372_RS0104450
NZ_ARQK01000042.1	11184	11885		minus	FliH/SctL family protein		0	protein-coding		WP_019624269.1	233	G372_RS0104455
NZ_ARQK01000042.1	11882	12895		minus	flagellar motor switch protein FliG	fliG	0	protein-coding		WP_019624270.1	337	G372_RS0104460
NZ_ARQK01000042.1	12885	14543		minus	flagellar basal-body MS-ring/collar protein FliF	fliF	0	protein-coding		WP_019624271.1	552	G372_RS0104465
NZ_ARQK01000042.1	14573	14902		minus	flagellar hook-basal body complex protein FliE	fliE	0	protein-coding		WP_018864372.1	109	G372_RS0104470
NZ_ARQK01000042.1	15041	16414		minus	sigma-54 dependent transcriptional regulator		0	protein-coding		WP_019624272.1	457	G372_RS0104475
NZ_ARQK01000042.1	16602	17990		minus	sigma-54 dependent transcriptional regulator		0	protein-coding		WP_019624273.1	462	G372_RS0104480
NZ_ARQK01000042.1	18077	18610		minus	PilZ domain-containing protein		0	protein-coding		WP_019624274.1	177	G372_RS0104485
NZ_ARQK01000042.1	18682	22557		minus	phosphoribosylformylglycinamidine synthase	purL	0	protein-coding		WP_019624275.1	1291	G372_RS0104490
NZ_ARQK01000042.1	22798	23158		plus	transfer-messenger RNA	ssrA	0	other				G372_RS13805
NZ_ARQK01000042.1	23632	24084		plus	CBS domain-containing protein		0	protein-coding		WP_018864377.1	150	G372_RS0104495
NZ_ARQK01000042.1	24115	24804		plus	DUF5752 family protein		0	protein-coding		WP_019624276.1	229	G372_RS0104500
NZ_ARQK01000042.1	24801	26042		plus	glycosyltransferase		0	protein-coding		WP_019624277.1	413	G372_RS0104505
NZ_ARQK01000042.1	26145	27725		plus	trehalose-phosphatase	otsB	0	protein-coding		WP_244263182.1	526	G372_RS0104510
NZ_ARQK01000042.1	27741	30341		plus	glycosyl hydrolase family 65 protein		0	protein-coding		WP_019624279.1	866	G372_RS0104515
NZ_ARQK01000042.1	30448	30867		plus	secondary thiamine-phosphate synthase enzyme YjbQ		0	protein-coding		WP_019624280.1	139	G372_RS0104520
NZ_ARQK01000042.1	30931	32013		minus	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM	rlmM	0	protein-coding		WP_019624281.1	360	G372_RS0104525
NZ_ARQK01000042.1	32109	33842		minus	thiosulfohydrolase SoxB	soxB	0	protein-coding		WP_026340386.1	577	G372_RS0104530
NZ_ARQK01000042.1	34319	35323		minus	fructose-bisphosphate aldolase class I		0	protein-coding		WP_019624283.1	334	G372_RS0104535
NZ_ARQK01000042.1	35456	36013		minus	RDD family protein		0	protein-coding		WP_019624284.1	185	G372_RS0104540
NZ_ARQK01000042.1	36058	37623		minus	phospholipase D family protein		0	protein-coding		WP_020008832.1	521	G372_RS0104545
NZ_ARQK01000042.1	37759	37835		minus	tRNA-Val		0	tRNA				G372_RS0104550
NZ_ARQK01000042.1	38264	41743		plus	class I SAM-dependent DNA methyltransferase		0	protein-coding		WP_019624286.1	1159	G372_RS0104555
NZ_ARQK01000042.1	41969	42592		plus	hypothetical protein		0	protein-coding		WP_155998825.1	207	G372_RS14170
NZ_ARQK01000042.1	43133	43282		minus	hypothetical protein		0	protein-coding		WP_019624288.1	49	G372_RS14300
NZ_ARQK01000042.1	43444	44007		minus	hypothetical protein		0	protein-coding		WP_019624289.1	187	G372_RS0104570
NZ_ARQK01000042.1	44004	44999		minus	hypothetical protein		0	protein-coding		WP_019624290.1	331	G372_RS0104575
NZ_ARQK01000042.1	45499	45600		minus	uncharacterized gene		0	pseudogene				G372_RS14440
NZ_ARQK01000042.1	45795	46799		plus	restriction endonuclease		0	protein-coding		WP_244263183.1	334	G372_RS0104580
NZ_ARQK01000042.1	47447	48262		plus	TonB C-terminal domain-containing protein		0	protein-coding		WP_081621276.1	271	G372_RS13815
NZ_ARQK01000042.1	48671	49942		plus	3'-5' exonuclease		0	protein-coding		WP_019624295.1	423	G372_RS0104600
NZ_ARQK01000042.1	50416	52377		plus	PAS domain S-box protein		0	protein-coding		WP_019624296.1	653	G372_RS0104605
NZ_ARQK01000042.1	53027	53236		minus	uncharacterized gene		0	pseudogene				G372_RS13820
NZ_ARQK01000043.1	1	562		minus	hypothetical protein		0	protein-coding		WP_020008833.1	187	G372_RS0104620
NZ_ARQK01000043.1	851	2287		minus	sigma-54 dependent transcriptional regulator		0	protein-coding		WP_019623679.1	478	G372_RS0104625
NZ_ARQK01000043.1	2284	3819		minus	ATP-binding protein		0	protein-coding		WP_019623680.1	511	G372_RS0104630
NZ_ARQK01000043.1	4183	4863		plus	MBL fold metallo-hydrolase		0	protein-coding		WP_019623681.1	226	G372_RS0104635
NZ_ARQK01000043.1	4970	5857		minus	protease HtpX	htpX	0	protein-coding		WP_018865324.1	295	G372_RS0104640
NZ_ARQK01000043.1	5969	8230		minus	DNA topoisomerase IV subunit A	parC	0	protein-coding		WP_019623682.1	753	G372_RS0104645
NZ_ARQK01000043.1	8339	9763		plus	phospholipase D-like domain-containing protein		0	protein-coding		WP_019623683.1	474	G372_RS0104650
NZ_ARQK01000043.1	9871	12762		plus	EAL domain-containing protein		0	protein-coding		WP_019623684.1	963	G372_RS0104655
NZ_ARQK01000043.1	12763	14490		minus	diguanylate cyclase		0	protein-coding		WP_019623685.1	575	G372_RS0104660
NZ_ARQK01000043.1	14647	15126		plus	DUF3293 domain-containing protein		0	protein-coding		WP_244263184.1	159	G372_RS0104665
NZ_ARQK01000043.1	15181	15651		minus	CopD family protein		0	protein-coding		WP_018860563.1	156	G372_RS0104670
NZ_ARQK01000043.1	15799	16875		plus	SO_0444 family Cu/Zn efflux transporter		0	protein-coding		WP_019623687.1	358	G372_RS0104675
NZ_ARQK01000043.1	16847	17509		plus	class I SAM-dependent methyltransferase		0	protein-coding		WP_018865316.1	220	G372_RS0104680
NZ_ARQK01000043.1	17532	17948		minus	hypothetical protein		0	protein-coding		WP_018865315.1	138	G372_RS13485
NZ_ARQK01000043.1	18050	18628		plus	hypothetical protein		0	protein-coding		WP_019623688.1	192	G372_RS0104690
NZ_ARQK01000043.1	18625	19191		plus	cytochrome c		0	protein-coding		WP_018865313.1	188	G372_RS0104695
NZ_ARQK01000043.1	19407	21464		plus	EAL domain-containing protein		0	protein-coding		WP_019623689.1	685	G372_RS0104700
NZ_ARQK01000043.1	21489	24239		minus	cation-transporting P-type ATPase		0	protein-coding		WP_019623690.1	916	G372_RS0104705
NZ_ARQK01000043.1	24563	25108		minus	outer membrane beta-barrel protein		0	protein-coding		WP_018865310.1	181	G372_RS0104710
NZ_ARQK01000043.1	25426	25749		plus	high-potential iron-sulfur protein		0	protein-coding		WP_018865309.1	107	G372_RS0104715
NZ_ARQK01000043.1	26010	29228		plus	EAL domain-containing protein		0	protein-coding		WP_019623691.1	1072	G372_RS0104720
